EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,Department_clean,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Data_Quality_Notes
RM1133,40,36-45,No,Travel_Rarely,118,Sales,Sales,14,2,Life Sciences,1,1598,4,Female,84,3,2,Sales Executive,1,Married,4639,Upto 5k,11262,1,Y,No,15,3,3,80,1,5,2,3,5,4,1,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM942,30,26-35,No,Travel_Rarely,1138,Research & Development,Research & Development,6,3,Technical Degree,1,1311,1,Female,48,2,2,Laboratory Technician,4,Married,4627,Upto 5k,23631,0,Y,No,12,3,1,80,1,10,6,3,9,2,6,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM787,27,26-35,No,Non-Travel,1277,Research & Development,Research & Development,8,5,Life Sciences,1,1094,1,Male,87,1,1,Laboratory Technician,3,Married,4621,Upto 5k,5869,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1408,24,18-25,No,Travel_Rarely,771,Research & Development,Sales,1,2,Life Sciences,1,1981,2,Male,45,2,2,Healthcare Representative,3,Single,4617,Upto 5k,14120,1,Y,No,12,3,2,80,0,4,2,2,4,3,1,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM779,46,46-55,No,Travel_Rarely,1003,Research & Development,Research & Development,8,4,Life Sciences,1,1080,4,Female,74,2,2,Research Scientist,1,Divorced,4615,Upto 5k,21029,8,Y,Yes,23,4,1,80,3,19,2,3,16,13,1,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM982,35,26-35,Yes,Travel_Frequently,662,Sales,Research & Development,18,4,Marketing,1,1380,4,Female,67,3,2,Sales Executive,3,Married,4614,Upto 5k,23288,0,Y,Yes,18,3,3,80,1,5,0,2,4,2,3,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM699,35,26-35,No,Travel_Rarely,1219,Sales,Sales,18,3,Medical,1,975,3,Female,86,3,2,Sales Executive,3,Married,4601,Upto 5k,6179,1,Y,No,16,3,2,80,0,5,3,3,5,2,1,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1059,34,26-35,Yes,Travel_Rarely,790,Sales,Research & Development,24,4,Medical,1,1489,1,Female,40,2,2,Sales Executive,2,Single,4599,Upto 5k,7815,0,Y,Yes,23,4,3,80,0,16,2,4,15,9,10,10,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1068,47,46-55,No,Travel_Rarely,571,Sales,Sales,14,3,Medical,1,1503,3,Female,78,3,2,Sales Executive,3,Married,4591,Upto 5k,24200,3,Y,Yes,17,3,3,80,1,11,4,2,5,4,1,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1187,35,26-35,Yes,Travel_Frequently,880,Sales,Sales,12,4,Other,1,1667,4,Male,36,3,2,Sales Executive,4,Single,4581,Upto 5k,10414,3,Y,Yes,24,4,1,80,0,13,2,4,11,9,6,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM526,24,18-25,Yes,Travel_Rarely,693,Sales,Research & Development,3,2,Life Sciences,1,720,1,Female,65,3,2,Sales Executive,3,Single,4577,Upto 5k,24785,9,Y,No,14,3,1,80,0,4,3,3,2,2,2,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM047,34,26-35,No,Non-Travel,1065,Sales,Research & Development,23,4,Marketing,1,60,2,Male,72,3,2,Sales Executive,3,Single,4568,Upto 5k,10034,0,Y,No,20,4,3,80,0,10,2,3,9,5,8,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM133,31,26-35,Yes,Travel_Rarely,542,Sales,Research & Development,20,3,Life Sciences,1,175,2,Female,71,1,2,Sales Executive,3,Married,4559,Upto 5k,24788,3,Y,Yes,11,3,3,80,1,4,2,3,2,2,2,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM405,28,26-35,No,Travel_Rarely,1300,Research & Development,Sales,17,2,Medical,1,536,3,Male,79,3,2,Laboratory Technician,1,Divorced,4558,Upto 5k,13535,1,Y,No,12,3,4,80,1,10,2,3,10,0,1,,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM410,42,36-45,No,Travel_Frequently,532,Research & Development,Sales,29,2,Life Sciences,1,547,1,Female,92,3,2,Research Scientist,3,Divorced,4556,Upto 5k,12932,2,Y,No,11,3,2,80,1,19,3,3,5,4,0,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM283,29,26-35,No,Travel_Frequently,442,Sales,Research & Development,2,2,Life Sciences,1,388,2,Male,44,3,2,Sales Executive,4,Single,4554,Upto 5k,20260,1,Y,No,18,3,1,80,0,10,3,2,10,7,0,9,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM527,39,36-45,No,Travel_Rarely,408,Research & Development,Sales,2,4,Technical Degree,1,721,4,Female,80,2,2,Healthcare Representative,3,Single,4553,Upto 5k,20978,1,Y,No,11,3,1,80,0,20,4,3,20,7,11,10,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM876,44,36-45,No,Travel_Rarely,200,Research & Development,Sales,29,4,Other,1,1225,4,Male,32,3,2,Research Scientist,4,Single,4541,Upto 5k,7744,1,Y,No,25,4,2,80,0,20,3,3,20,11,13,17,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM873,33,26-35,No,Travel_Frequently,1146,Sales,Research & Development,25,3,Medical,1,1220,2,Female,82,3,2,Sales Executive,3,Married,4539,Upto 5k,4905,1,Y,No,12,3,1,80,1,10,3,2,10,7,0,1,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM918,34,26-35,No,Travel_Rarely,131,Sales,Research & Development,2,3,Marketing,1,1281,3,Female,86,3,2,Sales Executive,1,Single,4538,Upto 5k,6039,0,Y,Yes,12,3,4,80,0,4,3,3,3,2,0,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM652,47,46-55,No,Travel_Rarely,249,Sales,Sales,2,2,Marketing,1,903,3,Female,35,3,2,Sales Executive,4,Married,4537,Upto 5k,17783,0,Y,Yes,22,4,1,80,1,8,2,3,7,6,7,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM950,39,36-45,No,Travel_Rarely,524,Research & Development,Research & Development,18,2,Life Sciences,1,1322,1,Male,32,3,2,Manufacturing Director,3,Single,4534,Upto 5k,13352,0,Y,No,11,3,1,80,0,9,6,3,8,7,1,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM414,42,36-45,No,Travel_Frequently,1368,Research & Development,Research & Development,28,4,Technical Degree,1,551,4,Female,88,2,2,Healthcare Representative,4,Married,4523,Upto 5k,4386,0,Y,No,11,3,4,80,3,7,4,4,6,5,0,4,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM397,43,36-45,No,Travel_Rarely,1473,Research & Development,Sales,8,4,Other,1,526,3,Female,74,3,2,Healthcare Representative,3,Divorced,4522,Upto 5k,2227,4,Y,Yes,14,3,4,80,0,8,3,3,5,2,0,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM793,33,26-35,Yes,Travel_Frequently,827,Research & Development,Sales,29,4,Medical,1,1101,1,Female,54,2,2,Research Scientist,3,Single,4508,Upto 5k,3129,1,Y,No,22,4,2,80,0,14,4,3,13,7,3,8,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1255,49,46-55,No,Travel_Rarely,1313,Sales,Sales,11,4,Marketing,1,1757,4,Female,80,3,2,Sales Executive,4,Single,4507,Upto 5k,8191,3,Y,No,12,3,3,80,0,8,1,4,5,1,0,4,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM115,34,26-35,No,Travel_Rarely,1031,Research & Development,Sales,6,4,Life Sciences,1,151,3,Female,45,2,2,Research Scientist,2,Divorced,4505,Upto 5k,15000,6,Y,No,15,3,3,80,1,12,3,3,1,0,0,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1221,36,36-45,No,Travel_Rarely,530,Sales,Sales,2,4,Life Sciences,1,1710,3,Female,51,3,2,Sales Representative,4,Single,4502,Upto 5k,7439,3,Y,No,15,3,3,80,0,17,2,2,13,7,6,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM924,34,26-35,No,Travel_Frequently,648,Human Resources,Research & Development,11,3,Life Sciences,1,1289,3,Male,56,2,2,Human Resources,2,Married,4490,Upto 5k,21833,4,Y,No,11,3,4,80,2,14,5,4,10,9,1,8,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM398,25,18-25,No,Travel_Rarely,891,Sales,Research & Development,4,2,Life Sciences,1,527,2,Female,99,2,2,Sales Executive,4,Single,4487,Upto 5k,12090,1,Y,Yes,11,3,2,80,0,5,3,3,5,4,1,3,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM292,36,36-45,No,Travel_Rarely,506,Research & Development,Research & Development,3,3,Technical Degree,1,397,3,Male,30,3,2,Research Scientist,2,Single,4485,Upto 5k,26285,4,Y,No,12,3,4,80,0,10,2,3,8,0,7,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM321,27,26-35,No,Travel_Rarely,1377,Sales,Research & Development,2,3,Life Sciences,1,437,4,Male,74,3,2,Sales Executive,3,Single,4478,Upto 5k,5242,1,Y,Yes,11,3,1,80,0,5,3,3,5,4,0,4,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM855,45,36-45,No,Travel_Rarely,1457,Research & Development,Sales,7,3,Medical,1,1195,1,Female,83,3,1,Research Scientist,3,Married,4477,Upto 5k,20100,4,Y,Yes,19,3,3,80,1,7,2,2,3,2,0,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM242,32,26-35,No,Non-Travel,976,Sales,Sales,26,4,Marketing,1,333,3,Male,100,3,2,Sales Executive,4,Married,4465,Upto 5k,12069,0,Y,No,18,3,1,80,0,4,2,3,3,2,2,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM185,53,46-55,No,Travel_Rarely,1084,Research & Development,Sales,13,2,Medical,1,250,4,Female,57,4,2,Manufacturing Director,1,Divorced,4450,Upto 5k,26250,1,Y,No,11,3,3,80,2,5,3,3,4,2,1,3,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM399,37,36-45,No,Non-Travel,1063,Research & Development,Sales,25,5,Medical,1,529,2,Female,72,3,2,Research Scientist,3,Married,4449,Upto 5k,23866,3,Y,Yes,15,3,1,80,2,15,2,3,13,11,10,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1305,40,36-45,No,Travel_Rarely,750,Research & Development,Sales,12,3,Life Sciences,1,1829,2,Female,47,3,2,Healthcare Representative,1,Divorced,4448,Upto 5k,10748,2,Y,No,12,3,2,80,1,15,3,3,7,4,7,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM697,45,36-45,No,Non-Travel,805,Research & Development,Sales,4,2,Life Sciences,1,972,3,Male,57,3,2,Laboratory Technician,2,Married,4447,Upto 5k,23163,1,Y,No,12,3,2,80,0,9,5,2,9,7,0,8,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM921,34,26-35,No,Travel_Frequently,135,Research & Development,Sales,19,3,Medical,1,1285,3,Female,46,3,2,Laboratory Technician,2,Divorced,4444,Upto 5k,22534,4,Y,No,13,3,3,80,2,15,2,4,11,8,5,10,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1417,38,36-45,No,Travel_Rarely,1321,Sales,Sales,1,4,Life Sciences,1,1995,4,Male,86,3,2,Sales Executive,2,Married,4440,Upto 5k,7636,0,Y,No,15,3,1,80,2,16,3,3,15,13,5,8,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1407,54,46-55,No,Travel_Rarely,157,Research & Development,Research & Development,10,3,Medical,1,1980,3,Female,77,3,2,Manufacturing Director,1,Single,4440,Upto 5k,25198,6,Y,Yes,19,3,4,80,0,9,3,3,5,2,1,4,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM605,42,36-45,No,Travel_Rarely,933,Research & Development,Research & Development,29,3,Life Sciences,1,836,2,Male,98,3,2,Manufacturing Director,2,Married,4434,Upto 5k,11806,1,Y,No,13,3,4,80,1,10,3,2,9,8,7,8,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM197,35,26-35,No,Travel_Frequently,138,Research & Development,Sales,2,3,Medical,1,269,2,Female,37,3,2,Laboratory Technician,2,Single,4425,Upto 5k,15986,5,Y,No,11,3,4,80,0,10,5,3,6,2,1,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM076,31,26-35,No,Travel_Rarely,746,Research & Development,Research & Development,8,4,Life Sciences,1,98,3,Female,61,3,2,Manufacturing Director,4,Single,4424,Upto 5k,20682,1,Y,No,23,4,4,80,0,11,2,3,11,7,1,,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM846,40,36-45,No,Travel_Frequently,902,Research & Development,Research & Development,26,2,Medical,1,1180,3,Female,92,2,2,Research Scientist,4,Married,4422,Upto 5k,21203,3,Y,Yes,13,3,4,80,1,16,3,1,1,1,0,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM844,26,26-35,No,Travel_Rarely,1384,Research & Development,Sales,3,4,Medical,1,1177,1,Male,82,4,1,Laboratory Technician,4,Married,4420,Upto 5k,13421,1,Y,No,22,4,2,80,1,8,2,3,8,7,0,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1470,34,26-35,No,TravelRarely,628,Research & Development,Sales,8,3,Medical,1,2068,2,Male,82,4,2,Laboratory Technician,3,Married,4404,Upto 5k,10228,2,Y,No,12,3,1,80,0,6,3,4,4,3,1,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM623,32,26-35,No,Travel_Rarely,117,Sales,Sales,13,4,Life Sciences,1,859,2,Male,73,3,2,Sales Executive,4,Divorced,4403,Upto 5k,9250,2,Y,No,11,3,3,80,1,8,3,2,5,2,0,3,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1218,24,18-25,No,Travel_Rarely,581,Research & Development,Research & Development,9,3,Medical,1,1707,3,Male,62,4,1,Research Scientist,3,Married,4401,Upto 5k,17616,1,Y,No,16,3,4,80,1,5,1,3,5,3,0,4,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1022,25,18-25,Yes,Travel_Rarely,383,Sales,Research & Development,9,2,Life Sciences,1,1439,1,Male,68,2,1,Sales Representative,1,Married,4400,Upto 5k,15182,3,Y,No,12,3,1,80,0,6,2,3,3,2,2,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1357,41,36-45,No,Travel_Rarely,337,Sales,Research & Development,8,3,Marketing,1,1909,3,Female,54,3,2,Sales Executive,2,Married,4393,Upto 5k,26841,5,Y,No,21,4,3,80,1,14,3,3,5,4,1,4,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1144,45,36-45,No,Non-Travel,336,Sales,Research & Development,26,3,Marketing,1,1612,1,Male,52,2,2,Sales Executive,1,Married,4385,Upto 5k,24162,1,Y,No,15,3,1,80,1,10,2,3,10,7,4,5,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM599,28,26-35,Yes,Travel_Rarely,890,Research & Development,Sales,2,4,Medical,1,828,3,Male,46,3,1,Research Scientist,3,Single,4382,Upto 5k,16374,6,Y,No,17,3,4,80,0,5,3,2,2,2,2,1,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM580,34,26-35,No,Travel_Rarely,121,Research & Development,Research & Development,2,4,Medical,1,804,3,Female,86,2,1,Research Scientist,1,Single,4381,Upto 5k,7530,1,Y,No,11,3,3,80,0,6,3,3,6,5,1,3,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM725,24,18-25,No,Travel_Rarely,1206,Research & Development,Sales,17,1,Medical,1,1009,4,Female,41,2,2,Manufacturing Director,3,Divorced,4377,Upto 5k,24117,1,Y,No,15,3,2,80,2,5,6,3,4,2,3,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1183,36,36-45,No,Non-Travel,894,Research & Development,Human Resources,1,4,Medical,1,1662,4,Female,33,2,2,Manufacturing Director,3,Married,4374,Upto 5k,15411,0,Y,No,15,3,3,80,0,4,6,3,3,2,1,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1048,33,26-35,No,Travel_Frequently,430,Sales,Sales,7,3,Medical,1,1477,4,Male,54,3,2,Sales Executive,1,Married,4373,Upto 5k,17456,0,Y,No,14,3,1,80,2,5,2,3,4,3,0,3,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM572,26,26-35,No,Travel_Frequently,575,Research & Development,Research & Development,1,2,Life Sciences,1,792,1,Female,71,1,1,Laboratory Technician,4,Divorced,4364,Upto 5k,5288,3,Y,No,14,3,1,80,1,5,2,3,2,2,2,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM225,31,26-35,No,Non-Travel,979,Research & Development,Sales,1,4,Medical,1,308,3,Male,90,1,2,Manufacturing Director,3,Married,4345,Upto 5k,4381,0,Y,No,12,3,4,80,1,6,2,3,5,4,1,4,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM577,27,26-35,No,Travel_Frequently,829,Sales,Research & Development,8,1,Marketing,1,800,3,Male,84,3,2,Sales Executive,4,Married,4342,Upto 5k,24008,0,Y,No,19,3,2,80,1,5,3,3,4,2,1,1,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM573,29,26-35,No,Travel_Rarely,657,Research & Development,Sales,27,3,Medical,1,793,2,Female,66,3,2,Healthcare Representative,3,Married,4335,Upto 5k,25549,4,Y,No,12,3,1,80,1,11,3,2,8,7,1,1,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1405,42,36-45,No,Non-Travel,335,Research & Development,Research & Development,23,2,Life Sciences,1,1976,4,Male,37,2,2,Research Scientist,3,Single,4332,Upto 5k,14811,1,Y,No,12,3,4,80,0,20,2,3,20,9,3,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM867,40,36-45,No,Travel_Frequently,1184,Sales,Research & Development,2,4,Medical,1,1212,2,Male,62,3,2,Sales Executive,2,Married,4327,Upto 5k,25440,5,Y,No,12,3,4,80,3,5,2,3,0,0,0,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM085,34,26-35,No,Travel_Rarely,1153,Research & Development,Research & Development,1,2,Medical,1,110,1,Male,94,3,2,Manufacturing Director,2,Married,4325,Upto 5k,17736,1,Y,No,15,3,3,80,0,5,2,3,5,2,1,3,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM836,35,26-35,No,Travel_Rarely,528,Human Resources,Research & Development,8,4,Technical Degree,1,1164,3,Male,100,3,1,Human Resources,3,Single,4323,Upto 5k,7108,1,Y,No,17,3,2,80,0,6,2,1,5,4,1,4,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1092,33,26-35,No,Travel_Rarely,575,Research & Development,Research & Development,25,3,Life Sciences,1,1545,4,Male,44,2,2,Manufacturing Director,2,Single,4320,Upto 5k,24152,1,Y,No,13,3,4,80,0,5,2,3,5,3,0,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM156,29,26-35,No,Non-Travel,1496,Research & Development,Sales,1,1,Technical Degree,1,208,4,Male,41,3,2,Manufacturing Director,3,Married,4319,Upto 5k,26283,1,Y,No,13,3,1,80,1,10,1,3,10,7,0,9,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM143,38,36-45,No,Travel_Rarely,364,Research & Development,Research & Development,3,5,Technical Degree,1,193,4,Female,32,3,2,Research Scientist,3,Single,4317,Upto 5k,2302,3,Y,Yes,20,4,2,80,0,19,2,3,3,2,2,,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM077,35,26-35,No,Travel_Rarely,776,Sales,Research & Development,1,4,Marketing,1,100,3,Male,32,2,2,Sales Executive,1,Single,4312,Upto 5k,23016,0,Y,No,14,3,2,80,0,16,2,3,15,13,2,,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM461,26,26-35,No,Travel_Rarely,775,Sales,Research & Development,29,2,Medical,1,618,1,Male,45,3,2,Sales Executive,3,Divorced,4306,Upto 5k,4267,5,Y,No,12,3,1,80,2,8,5,3,0,0,0,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM395,31,26-35,No,Travel_Rarely,480,Research & Development,Research & Development,7,2,Medical,1,524,2,Female,31,3,2,Manufacturing Director,1,Married,4306,Upto 5k,4156,1,Y,No,12,3,2,80,1,13,5,1,13,10,3,12,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM803,33,26-35,No,Travel_Frequently,970,Sales,Research & Development,7,3,Life Sciences,1,1114,4,Female,30,3,2,Sales Executive,2,Married,4302,Upto 5k,13401,0,Y,No,17,3,3,80,1,4,3,3,3,2,0,2,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM201,27,26-35,No,Travel_Frequently,472,Research & Development,Research & Development,1,1,Technical Degree,1,274,3,Male,60,2,2,Manufacturing Director,1,Married,4298,Upto 5k,9679,5,Y,No,19,3,3,80,1,6,1,3,2,2,2,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM686,26,26-35,No,Travel_Frequently,1283,Sales,Research & Development,1,3,Medical,1,956,3,Male,52,2,2,Sales Executive,1,Single,4294,Upto 5k,11148,1,Y,No,12,3,2,80,0,7,2,3,7,7,0,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM505,45,36-45,Yes,Travel_Frequently,306,Sales,Sales,26,4,Life Sciences,1,684,1,Female,100,3,2,Sales Executive,1,Married,4286,Upto 5k,5630,2,Y,No,14,3,4,80,2,5,4,3,1,1,0,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1090,37,36-45,No,Travel_Rarely,674,Research & Development,Research & Development,13,3,Medical,1,1543,1,Male,47,3,2,Research Scientist,4,Married,4285,Upto 5k,3031,1,Y,No,17,3,1,80,0,10,2,3,10,8,3,7,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1345,37,36-45,No,Travel_Rarely,783,Research & Development,Sales,7,4,Medical,1,1885,4,Male,78,3,2,Research Scientist,1,Married,4284,Upto 5k,13588,5,Y,Yes,22,4,3,80,1,16,2,3,5,3,0,4,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM1007,49,46-55,Yes,Travel_Frequently,1475,Research & Development,Sales,28,2,Life Sciences,1,1420,1,Male,97,2,2,Laboratory Technician,1,Single,4284,Upto 5k,22710,3,Y,No,20,4,1,80,0,20,2,3,4,3,1,3,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
RM825,42,36-45,No,Travel_Rarely,188,Research & Development,Sales,29,3,Medical,1,1148,2,Male,56,1,2,Laboratory Technician,4,Single,4272,Upto 5k,9558,4,Y,No,19,3,1,80,0,16,3,3,1,0,0,0,"Data cleaned by validating identifiers, removing confirmed duplicate EmpID records after backup, standardizing categorical text fields, and verifying numeric formats"
